Function	Module	Timer	DC accesses	DC misses	CPU clocks	Ret inst	DTLB L1M L2H	DTLB L1M L2M	L1 DTLB hit	DRAM accesses	Read req L3	L3 misses
multiply_matrices_ijk_ikj_900_900(void)	OMPMul.exe	662	2878	90	3798	36107	12	8	25374	24	405	2
Unknown Module (PID 7664)!0x2dd93dbb	Unknown Module (PID 7664)	662	211	906	3950	3128	267	258	1822	14	488	2
Unknown Module (PID 7664)!0x2dd93dee	Unknown Module (PID 7664)	658	160	881	3964	2304	194	274	1468	5	519	2
Unknown Module (PID 7664)!0x2ddb8b0f	Unknown Module (PID 7664)	657	2762	37	3469	33841	4		24492	385	315	214
multiply_matrices_ijk_ikj_900_180(void)	OMPMul.exe	655	2973	180	3872	36652	43	3	26214	28	497	10
Unknown Module (PID 7664)!0x2ddb8880	Unknown Module (PID 7664)	655	3009	42	3748	40558	7		27838	14	362	3
Unknown Module (PID 7664)!0x2dd93e10	Unknown Module (PID 7664)	653	217	882	3838	2397	256	265	1796	5	468	3
multiply_matrices_ijk_ikj_900_100(void)	OMPMul.exe	651	2955	173	3798	38004	68	2	26328	27	299	5
multiply_matrices_ijk_ikj_900_90(void)	OMPMul.exe	651	2887	153	4035	38576	71	1	27065	33	225	10
multiply_matrices_ijk_ikj_700_70(void)	OMPMul.exe	640	2881	78	3825	36812	79	2	26098	34	127	11
Unknown Module (PID 7664)!0x2dd93d7d	Unknown Module (PID 7664)	639	202	904	3507	4059	247	225	1658	17	436	1
Unknown Module (PID 7664)!0x2dd93daa	Unknown Module (PID 7664)	629	237	878	3988	3610	256	279	1753	10	491	1
multiply_matrices_ijk_ikj_900_300(void)	OMPMul.exe	628	2917	133	3807	37031	28	3	25416	23	450	1
multiply_matrices_ijk_ikj_700_100(void)	OMPMul.exe	628	2891	167	3229	34089	60		25659	23	260	10
Unknown Module (PID 7664)!0x2ddb7980	Unknown Module (PID 7664)	628	3072	58	3353	36047	19		29760	22	505	4
multiply_matrices_ijk_ikj_900_225(void)	OMPMul.exe	626	2998	151	3762	36819	31	1	25999	23	462	11
multiply_matrices_ijk_ikj_700_140(void)	OMPMul.exe	623	2780	205	3182	34847	44	2	24845	24	469	9
Unknown Module (PID 7664)!0x2dd93dff	Unknown Module (PID 7664)	609	164	811	3750	1931	203	262	1358	9	476	5
Unknown Module (PID 7664)!0x2dd93d99	Unknown Module (PID 7664)	607	229	901	3956	3815	250	270	1857	11	497	
Unknown Module (PID 7664)!0x2ddb886c	Unknown Module (PID 7664)	604	1916	354	3671	26109	14	60	18305	27	332	6
Unknown Module (PID 7664)!0x2dd93dcc	Unknown Module (PID 7664)	601	227	919	4072	3010	309	283	1670	7	529	2
multiply_matrices_ijk_ikj_700_50(void)	OMPMul.exe	598	2776	82	3398	38848	103	5	24875	31	119	5
Unknown Module (PID 7664)!0x2ddb3d6b	Unknown Module (PID 7664)	588	1382	95	2994	17254	370	13	11978	110	109	30
Unknown Module (PID 7664)!0x2dd96875	Unknown Module (PID 7664)	585	182	213	3894	1078	43	153	1493	12	134	13
Unknown Module (PID 7664)!0x2ddb688f	Unknown Module (PID 7664)	584	2403	35	3266	31881	6		21223	341	262	181
Unknown Module (PID 7664)!0x2ddb406f	Unknown Module (PID 7664)	575	3238	24	3433	31520	37		32209	18	85	4
multiply_matrices_ikj_800(void)	OMPMul.exe	562	2003	60	2778	24085	7	4	17088	53	431	22
multiply_matrices_ikj_850(void)	OMPMul.exe	556	2547	77	3248	26933	7	3	21743	16	334	5
Unknown Module (PID 7664)!0x2ddb20df	Unknown Module (PID 7664)	552	2724	41	2896	25943	15		26712	11	95	7
Unknown Module (PID 7664)!0x2ddb1def	Unknown Module (PID 7664)	550	2729	31	2833	31347	26		26108	14	87	6
Unknown Module (PID 7664)!0x2ddb88ae	Unknown Module (PID 7664)	541	2060	31	2773	27390	5		18927	13	383	6
Unknown Module (PID 7664)!0x2ddaeedc	Unknown Module (PID 7664)	538	1372	326	2973	19566	20	47	13890	20	171	3
Unknown Module (PID 7664)!0x2ddb7f80	Unknown Module (PID 7664)	537	2685	61	3161	31768	33	4	25798	18	432	7
Unknown Module (PID 7664)!0x2ddb3d7f	Unknown Module (PID 7664)	532	2636	47	2985	26590	7		23920	11	84	5
Unknown Module (PID 7664)!0x2ddb2cc0	Unknown Module (PID 7664)	531	2548	33	2912	31305	6		24836	20	421	5
Unknown Module (PID 7664)!0x2ddb3a8f	Unknown Module (PID 7664)	531	2689	25	2993	33641	29		27296	17	96	5
multiply_matrices_ijk_ikj_850_50(void)	OMPMul.exe	526	2440	65	3015	34500	86	1	22407	23	84	5
Unknown Module (PID 7664)!0x2ddb23cf	Unknown Module (PID 7664)	525	2724	37	2945	27806	76		31125	13	140	7
Unknown Module (PID 7664)!0x2ddb856c	Unknown Module (PID 7664)	525	1477	347	3221	21626	24	46	14389	14	203	3
Unknown Module (PID 7664)!0x2dd93d81	Unknown Module (PID 7664)	524	189	767	3252	2485	191	239	1525	17	404	2
multiply_matrices_ijk_ikj_650_650(void)	OMPMul.exe	522	2239	84	2902	26837	8	6	19500	15	304	4
measure(void (*)(void (*)(void),struct Experiment *))	OMPMul.exe	519	466	89	3178	4773	2	1	3416	683	374	266
Unknown Module (PID 7664)!0x2ddb65ec	Unknown Module (PID 7664)	518	1451	277	2817	19089	9	45	13984	13	202	9
Unknown Module (PID 7664)!0x2ddb26c0	Unknown Module (PID 7664)	517	2430	105	2615	28613	20		23377	20	414	1
Unknown Module (PID 7664)!0x2ddaebdc	Unknown Module (PID 7664)	515	1423	373	3255	21024	48	25	14685	26	256	7
multiply_matrices_ijk_ikj_650_130(void)	OMPMul.exe	504	2354	168	2584	27329	39	2	20673	19	367	8
multiply_matrices_ijk_ikj_1050_75(void)	OMPMul.exe	503	2203	78	3016	29295	61	2	19718	22	102	4
multiply_matrices_ijk_ikj_650_65(void)	OMPMul.exe	501	2424	71	3100	29593	56	3	20754	16	96	5
Unknown Module (PID 7664)!0x2ddb2fc0	Unknown Module (PID 7664)	498	2601	35	2999	25845	8		25281	18	456	4
Unknown Module (PID 7664)!0x2dd965c5	Unknown Module (PID 7664)	493	175	192	3498	992	35	125	1367	15	150	13
Unknown Module (PID 7664)!0x2ddb79ae	Unknown Module (PID 7664)	493	2153	109	2594	29130	19		19920	10	447	5
Unknown Module (PID 7664)!0x2ddb434b	Unknown Module (PID 7664)	492	1185	97	3267	59040	100	2	8350	52	222	24
Unknown Module (PID 7664)!0x2ddb6600	Unknown Module (PID 7664)	490	2349	38	2710	28091	7		21254	8	251	5
multiply_matrices_ijk_ikj_800_50(void)	OMPMul.exe	489	1962	54	2564	29316	82	3	18392	95	169	31
multiply_matrices_ijk_ikj_650_325(void)	OMPMul.exe	489	2232	93	2853	27909	25	3	19312	19	325	3
Unknown Module (PID 7664)!0x2ddb7cae	Unknown Module (PID 7664)	484	2370	83	2896	31119	17		20474	17	395	6
multiply_matrices_ijk_ikj_800_800(void)	OMPMul.exe	483	1989	52	2730	25316	10	7	17893	10	311	3
Unknown Module (PID 7664)!0x2ddb1330	Unknown Module (PID 7664)	478	2314	23	2573	27459	5	1	21385	12	307	4
Unknown Module (PID 7664)!0x2ddb35ac	Unknown Module (PID 7664)	476	1551	301	2969	20471	17	51	14992	29	233	7
multiply_matrices_ijk_500(void)	OMPMul.exe	474	336	1406	2568	4880	998	100	2826	31	750	12
Unknown Module (PID 7664)!0x2dd962e5	Unknown Module (PID 7664)	474	161	182	3174	1025	49	120	1300	11	132	7
Unknown Module (PID 7664)!0x2dd93ab9	Unknown Module (PID 7664)	472	154	709	2274	2030	248	166	1678	8	391	2
Unknown Module (PID 7664)!0x2ddb5550	Unknown Module (PID 7664)	472	2354	22	2716	27592	6		20550	13	221	3
Unknown Module (PID 7664)!0x2ddb435f	Unknown Module (PID 7664)	470	2495	36	2367	18291	13	1	24835	14	191	2
multiply_matrices_ijk_ikj_800_400(void)	OMPMul.exe	467	2124	97	2885	26472	13	4	17510	12	291	5
Unknown Module (PID 7664)!0x2ddb1aff	Unknown Module (PID 7664)	467	2393	22	2702	30982	27		24338	19	69	3
multiply_matrices_ijk_ikj_800_100(void)	OMPMul.exe	465	2239	137	2490	26694	43	1	18437	19	169	6
Unknown Module (PID 7664)!0x2dd93aca	Unknown Module (PID 7664)	465	177	733	2349	1901	239	183	1710	4	361	2
multiply_matrices_ikj_750(void)	OMPMul.exe	464	1707	60	2358	19658	6	5	14272	27	260	11
multiply_matrices_ijk_ikj_800_80(void)	OMPMul.exe	463	2159	80	2940	27781	56	1	18270	17	107	8
Unknown Module (PID 7664)!0x2ddb29c0	Unknown Module (PID 7664)	463	2431	37	2601	27135	12		23104	19	380	2
multiply_matrices_ijk_ikj_650_50(void)	OMPMul.exe	462	2197	45	2823	31935	82	2	19583	17	100	4
Unknown Module (PID 7664)!0x2ddb0a2b	Unknown Module (PID 7664)	462	996	84	2310	25284	113	2	7222	54	174	17
Unknown Module (PID 7664)!0x2dd93aec	Unknown Module (PID 7664)	461	189	716	2402	1949	259	182	1587	9	401	4
Unknown Module (PID 7664)!0x2ddb1030	Unknown Module (PID 7664)	461	2280	50	2549	28437	36	1	22561	9	399	1
Unknown Module (PID 7664)!0x2ddb32c0	Unknown Module (PID 7664)	460	2221	42	2697	29578	3	1	20413	17	231	3
Unknown Module (PID 7664)!0x2ddb68bd	Unknown Module (PID 7664)	457	1896	31	2555	24242	3		16069	302	272	177
Unknown Module (PID 7664)!0x2ddb35c0	Unknown Module (PID 7664)	456	2359	29	2752	28008	5		20841	18	294	7
multiply_matrices_ijk_ikj_700_175(void)	OMPMul.exe	449	2054	126	2662	25216	33		18331	27	332	3
Unknown Module (PID 7664)!0x2ddb1630	Unknown Module (PID 7664)	447	2068	33	2513	25219	6		18547	18	218	3
Unknown Module (PID 7664)!0x2ddb8888	Unknown Module (PID 7664)	447	1754	194	2588	23483	10	21	16368	18	141	5
Unknown Module (PID 7664)!0x2ddb8b3d	Unknown Module (PID 7664)	446	2189	35	2810	28654	4		18580	325	307	232
Unknown Module (PID 7664)!0x2ddb161c	Unknown Module (PID 7664)	442	1298	246	2668	16957	16	44	13711	7	229	5
multiply_matrices_ijk_ikj_800_200(void)	OMPMul.exe	441	2104	119	2614	24926	31		18832	17	318	7
Unknown Module (PID 7664)!0x2ddb6dab	Unknown Module (PID 7664)	441	902	53	2166	11048	192	3	7604	60	71	16
multiply_matrices_ijk_ikj_800_160(void)	OMPMul.exe	440	2044	132	2511	25469	32	1	18754	12	360	5
Unknown Module (PID 7664)!0x2ddb384f	Unknown Module (PID 7664)	440	1884	22	2631	24157	5		16356	225	186	89
Unknown Module (PID 7664)!0x2dd93a9d	Unknown Module (PID 7664)	433	160	690	2125	2814	230	149	1433	8	330	1
multiply_matrices_ijk_ikj_750_750(void)	OMPMul.exe	432	1647	59	2150	19987	2	4	15348	70	283	25
Unknown Module (PID 7664)!0x2dd95d25	Unknown Module (PID 7664)	429	118	132	2540	1096	47	98	1053	10	114	4
Unknown Module (PID 7664)!0x2dd93afd	Unknown Module (PID 7664)	428	158	724	2319	2064	228	211	1410	6	400	
Unknown Module (PID 7664)!0x2dd93adb	Unknown Module (PID 7664)	426	169	739	2394	2064	255	175	1713	7	382	5
Unknown Module (PID 7664)!0x2ddaf9a0	Unknown Module (PID 7664)	420	1992	35	2406	23969	8		19603	16	343	7
Unknown Module (PID 7664)!0x2ddb662e	Unknown Module (PID 7664)	420	1702	22	2188	22906	3		15168	11	223	2
multiply_matrices_ijk_ikj_600_600(void)	OMPMul.exe	418	1831	67	2336	21155	9	5	15296	11	233	2
Unknown Module (PID 7664)!0x2dd93b30	Unknown Module (PID 7664)	416	159	655	2238	2120	227	178	1669	6	395	1
Unknown Module (PID 7664)!0x2dd93b0e	Unknown Module (PID 7664)	411	149	664	2336	2020	212	197	1328	10	396	2
Unknown Module (PID 7664)!0x2ddb0d30	Unknown Module (PID 7664)	410	2158	45	2216	26347	5		20035	9	310	3
multiply_matrices_ijk_ikj_600_60(void)	OMPMul.exe	408	1903	47	2458	24185	53	1	15481	10	71	6
multiply_matrices_ijk_ikj_600_120(void)	OMPMul.exe	408	1742	135	2079	22598	37	2	15418	17	277	4
Unknown Module (PID 7664)!0x2ddafc8c	Unknown Module (PID 7664)	408	1191	273	2542	15958	12	37	11587	11	180	2
multiply_matrices_ijk_ikj_600_100(void)	OMPMul.exe	407	1785	98	2087	22232	36		15696	17	174	5
Unknown Module (PID 7664)!0x2ddb29ee	Unknown Module (PID 7664)	406	1735	91	1997	22226	13		15360	12	327	3
Unknown Module (PID 7664)!0x2ddb0a3f	Unknown Module (PID 7664)	405	2029	27	2035	17187	8		21796	13	150	6
multiply_matrices_ijk_ikj_750_375(void)	OMPMul.exe	403	1616	74	2251	21117	15	4	14960	19	234	5
Unknown Module (PID 7664)!0x2ddb18bf	Unknown Module (PID 7664)	403	1659	24	2372	19959	7		14680	138	183	54
multiply_matrices_ijk_ikj_750_75(void)	OMPMul.exe	402	1730	61	2403	22941	46	2	15808	20	73	8
multiply_matrices_ijk_ikj_600_75(void)	OMPMul.exe	402	1865	62	2404	23208	49	2	16333	15	68	5
Unknown Module (PID 7664)!0x2ddad12b	Unknown Module (PID 7664)	402	906	48	2158	12290	213	6	8016	67	80	19
Unknown Module (PID 7664)!0x2ddafca0	Unknown Module (PID 7664)	402	1851	24	2197	22333	2	1	16126	9	202	4
Unknown Module (PID 7664)!0x2dd96005	Unknown Module (PID 7664)	398	131	155	2825	910	42	113	1213	16	98	6
Unknown Module (PID 7664)!0x2ddb7fae	Unknown Module (PID 7664)	395	1864	70	2443	25830	5		16905	11	293	6
Unknown Module (PID 7664)!0x2ddae8f0	Unknown Module (PID 7664)	392	1744	46	2018	19038	27	3	17136	9	283	3
Unknown Module (PID 7664)!0x2ddb88a8	Unknown Module (PID 7664)	392	1546	18	2017	20318	4		13594	17	280	4
multiply_matrices_ijk_ikj_750_125(void)	OMPMul.exe	388	1740	127	1941	21465	32	2	15542	18	308	7
Unknown Module (PID 7664)!0x2ddb35ee	Unknown Module (PID 7664)	388	1744	28	2269	21951	5		15779	12	320	5
Unknown Module (PID 7664)!0x2ddb6abb	Unknown Module (PID 7664)	387	1072	120	1890	17153	18	18	10162	101	64	20
Unknown Module (PID 7664)!0x2ddb557e	Unknown Module (PID 7664)	385	1693	24	2189	22782	2		14956	6	303	2
Unknown Module (PID 7664)!0x2dd95a45	Unknown Module (PID 7664)	384	108	135	2207	934	55	89	955	23	83	9
Unknown Module (PID 7664)!0x2ddad42f	Unknown Module (PID 7664)	384	2059	40	2049	19351	10		18984	7	63	6
multiply_matrices_ijk_ikj_600_150(void)	OMPMul.exe	383	1788	122	2164	21634	30	1	16127	18	304	3
Unknown Module (PID 7664)!0x2ddb7ca8	Unknown Module (PID 7664)	382	1649	41	2074	22526	6		14809	14	239	6
Unknown Module (PID 7664)!0x2ddb26ee	Unknown Module (PID 7664)	380	1639	58	1870	23230	8		14626	6	277	3
Unknown Module (PID 7664)!0x2ddb7f6c	Unknown Module (PID 7664)	379	1141	105	2518	20117	18	8	10067	23	286	15
multiply_matrices_ijk_ikj_750_50(void)	OMPMul.exe	376	1855	44	2099	24044	64	1	15254	15	53	5
multiply_matrices_ijk_ikj_750_150(void)	OMPMul.exe	375	1741	115	2175	21407	28		15586	13	291	3
Unknown Module (PID 7664)!0x2ddb6dbf	Unknown Module (PID 7664)	375	1617	22	1950	20010	14		14726	12	40	7
Unknown Module (PID 7664)!0x2dd93b1f	Unknown Module (PID 7664)	372	127	614	2142	2038	189	178	1286	5	351	
Unknown Module (PID 7664)!0x2ddb32ee	Unknown Module (PID 7664)	370	1534	27	2061	20332	12		14277	9	284	8
multiply_matrices_ijk_ikj_600_50(void)	OMPMul.exe	369	1772	45	2065	24028	61	3	15910	15	69	3
Unknown Module (PID 7664)!0x2dd93aa1	Unknown Module (PID 7664)	369	138	566	1875	1679	188	150	1376	5	302	2
Unknown Module (PID 7664)!0x2ddace4f	Unknown Module (PID 7664)	367	1652	8	1887	21546	14		16913	13	61	2
Unknown Module (PID 7664)!0x2ddb6616	Unknown Module (PID 7664)	366	1412	161	2066	17722	3	20	12213	9	102	5
Unknown Module (PID 7664)!0x2ddb6884	Unknown Module (PID 7664)	366	1356	26	2028	16796	2		11583	319	203	135
Unknown Module (PID 7664)!0x2ddb6afd	Unknown Module (PID 7664)	366	1681	34	1935	22799	89		15222	11	84	6
Unknown Module (PID 7664)!0x2ddadceb	Unknown Module (PID 7664)	365	794	64	2109	20265	13	5	6418	40	239	22
Unknown Module (PID 7664)!0x2ddaf6af	Unknown Module (PID 7664)	363	1981	57	2044	23865	100		18659	12	288	5
Unknown Module (PID 7664)!0x2ddb68b7	Unknown Module (PID 7664)	362	1398	18	1773	17379	3		11452	223	173	122
multiply_matrices_ijk_ikj_600_200(void)	OMPMul.exe	360	1724	95	2145	20276	27	1	16321	14	258	6
Unknown Module (PID 7664)!0x2ddb8b37	Unknown Module (PID 7664)	360	1547	19	2045	20883	2		13096	265	198	154
Unknown Module (PID 7664)!0x2dd96777	Unknown Module (PID 7664)	359	909	34	1897	11370	2	7	8289	184	177	109
Unknown Module (PID 7664)!0x2ddaf3bf	Unknown Module (PID 7664)	358	1887	15	2217	25117	26	1	19193	13	52	5
Unknown Module (PID 7664)!0x2dd96913	Unknown Module (PID 7664)	356	45	110	2227	220	4	844	373	6	443	2
Unknown Module (PID 7664)!0x2ddabe4b	Unknown Module (PID 7664)	356	850	122	1927	11038	6	19	8535	48	128	7
Unknown Module (PID 7664)!0x2ddac680	Unknown Module (PID 7664)	355	1633	15	1876	19367	5	1	15307	12	299	2
multiply_matrices_ijk_ikj_750_250(void)	OMPMul.exe	354	1872	107	2167	21660	20		14871	13	246	6
Unknown Module (PID 7664)!0x2ddacc0f	Unknown Module (PID 7664)	354	1293	16	1664	17211			11898	23	135	6
Unknown Module (PID 7664)!0x2ddac96c	Unknown Module (PID 7664)	353	954	198	1948	12763	21	29	9667	15	160	6
Unknown Module (PID 7664)!0x2ddb79a8	Unknown Module (PID 7664)	352	1630	50	1846	21271	7		14089	10	242	3
Unknown Module (PID 7664)!0x2ddad9fb	Unknown Module (PID 7664)	351	826	78	2090	35759	81	6	5637	38	145	13
Unknown Module (PID 7664)!0x2ddb387d	Unknown Module (PID 7664)	349	1579	29	2048	19739	2		12489	207	212	111
Unknown Module (PID 7664)!0x2ddaf17f	Unknown Module (PID 7664)	348	1475	21	1884	18800	5		12636	46	148	12
Unknown Module (PID 7664)!0x2dd96663	Unknown Module (PID 7664)	347	47	108	2075	250	5	810	365	10	402	3
Unknown Module (PID 7664)!0x2ddad13f	Unknown Module (PID 7664)	347	1696	19	2032	20984	11		15224	7	46	1
Unknown Module (PID 7664)!0x2ddb2fee	Unknown Module (PID 7664)	347	1767	58	2056	24050	9		15413	12	311	5
multiply_matrices_ijk_ikj_600_300(void)	OMPMul.exe	346	1607	70	2112	20410	18	2	15949	14	261	5
Unknown Module (PID 7664)!0x2ddae5f0	Unknown Module (PID 7664)	344	1743	31	2065	17977	42	1	17070	13	332	5
Unknown Module (PID 7664)!0x2ddb8b31	Unknown Module (PID 7664)	343	1355	32	1868	18136	2		11333	256	182	131
multiply_matrices_ikj_700(void)	OMPMul.exe	342	1302	41	1939	15731	5	5	11756	3	212	4
Unknown Module (PID 7664)!0x2ddb409d	Unknown Module (PID 7664)	340	1550	27	1971	21233	38		13461	9	55	4
Unknown Module (PID 7664)!0x2ddb23fd	Unknown Module (PID 7664)	339	1529	30	1838	18980	20		12919	6	110	4
multiply_matrices_ijk_ikj_1200_120(void)	OMPMul.exe	338	1512	124	1721	17257	30	1	13429	10	220	2
Unknown Module (PID 7664)!0x2ddada0f	Unknown Module (PID 7664)	337	1695	22	1630	9924	7		17074	9	99	4
multiply_matrices_ijk_ikj_550_110(void)	OMPMul.exe	333	1370	109	1718	17504	25	1	12175	10	168	5
Unknown Module (PID 7664)!0x2ddb3a7b	Unknown Module (PID 7664)	333	968	82	1616	14001	18	7	8658	100	51	22
Unknown Module (PID 7664)!0x2ddb105e	Unknown Module (PID 7664)	332	1645	64	1958	19265	3		14982	13	243	3
Unknown Module (PID 7664)!0x2ddb2cee	Unknown Module (PID 7664)	332	1720	76	2037	21339	8		15216	17	300	1
Unknown Module (PID 7664)!0x2ddb68b1	Unknown Module (PID 7664)	332	1174	33	1678	15073	6		9759	173	164	120
Unknown Module (PID 7664)!0x2ddae2f0	Unknown Module (PID 7664)	331	1659	50	1823	15808	30	1	16554	14	320	3
Unknown Module (PID 7664)!0x2ddb0a6d	Unknown Module (PID 7664)	329	1563	24	1466	18944	3		14529	14	139	
Unknown Module (PID 7664)!0x2ddb8580	Unknown Module (PID 7664)	328	1477	16	1840	18570	5		13672	6	160	2
Unknown Module (PID 7664)!0x2ddb88a2	Unknown Module (PID 7664)	328	1426	18	1807	17847	3		11928	7	198	1
Unknown Module (PID 7664)!0x2ddb796c	Unknown Module (PID 7664)	325	1396	100	2102	20516	10	3	11973	26	254	10
Unknown Module (PID 7664)!0x2ddac09f	Unknown Module (PID 7664)	324	1560	15	1737	20330	21		14883	14	50	8
Unknown Module (PID 7664)!0x2ddaeef0	Unknown Module (PID 7664)	324	1630	21	1891	19081	2		14233	9	166	4
Unknown Module (PID 7664)!0x2ddb768f	Unknown Module (PID 7664)	324	1750	47	1770	19978	54		15931	9	257	3
Unknown Module (PID 7664)!0x2ddb797b	Unknown Module (PID 7664)	324	1262	33	1788	15894	25		10995	10	244	5
Unknown Module (PID 7664)!0x2ddb8280	Unknown Module (PID 7664)	324	1587	20	1960	18564	7		14345	8	210	2
multiply_matrices_ijk_ikj_550_55(void)	OMPMul.exe	322	1485	28	1867	18718	44	2	12333	11	50	4
Unknown Module (PID 7664)!0x2ddb3dad	Unknown Module (PID 7664)	322	1743	21	1846	24922	21	1	16164	12	66	2
Unknown Module (PID 7664)!0x2ddb688a	Unknown Module (PID 7664)	322	1176	23	1542	14831	3		9514	207	132	128
Unknown Module (PID 7664)!0x2ddb165e	Unknown Module (PID 7664)	321	1511	23	1863	20726	5		13077	7	234	3
Unknown Module (PID 7664)!0x2ddb8b0a	Unknown Module (PID 7664)	321	1291	21	1676	16442	6		10882	222	149	136
Unknown Module (PID 7664)!0x2ddad70b	Unknown Module (PID 7664)	320	874	61	2120	21020	157	7	6668	49	70	17
Unknown Module (PID 7664)!0x2ddb18ed	Unknown Module (PID 7664)	320	1358	17	1863	18402	5		11235	109	211	77
Unknown Module (PID 7664)!0x2ddb438d	Unknown Module (PID 7664)	320	1803	25	1783	17149	9		16885	10	146	3
Unknown Module (PID 7664)!0x2ddb210d	Unknown Module (PID 7664)	319	1510	33	1737	16497	23		12655	10	53	4
Unknown Module (PID 7664)!0x2ddb8b04	Unknown Module (PID 7664)	319	1499	30	2060	18753	6	1	13217	305	216	148
Unknown Module (PID 7664)!0x2ddadcff	Unknown Module (PID 7664)	318	1644	35	1734	15486	2		17477	13	211	4
Unknown Module (PID 7664)!0x2ddaebf0	Unknown Module (PID 7664)	318	1515	24	1962	20721	5	2	14200	9	177	5
Unknown Module (PID 7664)!0x2dd964b7	Unknown Module (PID 7664)	317	765	36	1769	10898	4	2	7873	165	150	87
Unknown Module (PID 7664)!0x2ddb405b	Unknown Module (PID 7664)	317	955	105	1687	12181	13	6	8354	43	69	18
Unknown Module (PID 7664)!0x2ddb79a2	Unknown Module (PID 7664)	317	1406	579	1833	16912	10		14115	9	283	4
Unknown Module (PID 7664)!0x2ddb1ddb	Unknown Module (PID 7664)	315	885	75	1482	8854	79	8	8841	70	63	16
multiply_matrices_ijk_ikj_700_700(void)	OMPMul.exe	314	1433	50	1928	17804	2	4	11487	17	177	3
Unknown Module (PID 7664)!0x2dd961d7	Unknown Module (PID 7664)	314	864	31	1660	9577	1	4	7001	195	114	71
Unknown Module (PID 7664)!0x2ddad71f	Unknown Module (PID 7664)	314	1639	31	1972	21087	7		15857	11	70	2
Unknown Module (PID 7664)!0x2dd96383	Unknown Module (PID 7664)	313	36	106	1758	227	4	680	338	9	347	8
Unknown Module (PID 7664)!0x2ddb7c6c	Unknown Module (PID 7664)	313	1298	85	2003	18072	8	7	11353	14	227	13
Unknown Module (PID 7664)!0x2ddb0d5e	Unknown Module (PID 7664)	312	1567	78	1585	18904	10		13098	10	251	6
Unknown Module (PID 7664)!0x2ddb4950	Unknown Module (PID 7664)	312	1354	59	1590	16197	24	1	13274	6	251	3
Unknown Module (PID 7664)!0x2ddb29e8	Unknown Module (PID 7664)	306	1270	56	1449	15965	7		11041	6	194	1
multiply_matrices_ijk_ikj_550_275(void)	OMPMul.exe	305	1450	72	1628	16452	12	1	12041	16	206	5
Unknown Module (PID 7664)!0x2dd94905	Unknown Module (PID 7664)	305	92	173	1871	1343	105	100	947	6	92	
Unknown Module (PID 7664)!0x2ddb826c	Unknown Module (PID 7664)	305	1036	206	1888	11290	31	17	9516	8	189	4
Unknown Module (PID 7664)!0x2ddb8875	Unknown Module (PID 7664)	303	1374	19	1755	17494	3		11865	4	237	
multiply_matrices_ijk_ikj_550_550(void)	OMPMul.exe	302	1306	52	1784	16427	4	6	11806	16	190	3
multiply_matrices_ijk_ikj_700_350(void)	OMPMul.exe	301	1355	66	1608	17115	10	4	12177	11	209	3
